ensembl_gene,symbol,entrez_id,transcript_type,comparaison,baseMean,log2FoldChange,pvalue,padj
ENSG00000091831,ESR1,NA,protein_coding,5-ARI,9.006569613,0.502009892,1.05854e-6,2.24536e-4
ENSG00000092607,TBX15,NA,protein_coding,5-ARI,1.843560549,0.153883392,4.7831899999999996e-43,1.7861199999999999e-40
ENSG00000094916,CBX5,NA,protein_coding,5-ARI,11.50142802,0.096300431,6.47525e-5,0.009284988
ENSG00000100058,CRYBB2P1,NA,processed_transcript,5-ARI,8.590181103,0.110257652,0.001650068,0.087892501
ENSG00000100201,DDX17,NA,protein_coding,5-ARI,13.45358234,0.047219617,0.001524386,0.083175305
ENSG00000100483,VCPKMT,NA,protein_coding,5-ARI,6.544475338,0.149514043,0.001179611,0.07118973
ENSG00000101191,DIDO1,NA,protein_coding,5-ARI,10.25743827,0.055225846,0.001344958,0.077514579
ENSG00000101197,BIRC7,NA,protein_coding,5-ARI,0.898522385,0.189563119,3.83866e-11,9.62296e-9
ENSG00000101204,CHRNA4,NA,protein_coding,5-ARI,1.144325709,0.667031055,0,0
ENSG00000102053,ZC3H12B,NA,protein_coding,5-ARI,7.19490561,0.140477532,7.11684e-4,0.051960214
ENSG00000102245,CD40LG,NA,protein_coding,5-ARI,3.387286655,0.1235367,3.12066e-14,8.87852e-12
ENSG00000104313,EYA1,NA,protein_coding,5-ARI,8.345165134,0.33818643,0.001515805,0.08295966
ENSG00000104324,CPQ,NA,protein_coding,5-ARI,8.928192239,0.110237313,1.16966e-4,0.015028703
ENSG00000104332,SFRP1,NA,protein_coding,5-ARI,10.5863557,0.379439765,9.88577e-5,0.013125376
ENSG00000104892,KLC3,NA,protein_coding,5-ARI,6.048917713,0.146171638,0.001210013,0.072637438
ENSG00000105369,CD79A,NA,protein_coding,5-ARI,3.30957471,0.275099085,1.9155e-260,1.5259999999999999e-257
ENSG00000105866,SP4,NA,protein_coding,5-ARI,8.1398674110000009,0.169364188,0.001580806,0.08550441
ENSG00000106483,SFRP4,NA,protein_coding,5-ARI,8.63977702,0.622605946,5.78737e-6,0.001097702
ENSG00000106723,SPIN1,NA,protein_coding,5-ARI,10.40485693,0.094889103,5.56479e-4,0.044828424
ENSG00000106809,OGN,NA,protein_coding,5-ARI,9.447575674,0.33731916,1.53706e-4,0.018678134
ENSG00000108511,HOXB6,NA,protein_coding,5-ARI,4.107810589,0.401162417,5.39789e-4,0.043822061
ENSG00000108576,SLC6A4,NA,protein_coding,5-ARI,4.623240558,0.255295323,0.002013395,0.098332658
ENSG00000108684,ASIC2,NA,protein_coding,5-ARI,2.203039412,1.149396767,1.98682e-5,0.0033596
ENSG00000108924,HLF,NA,protein_coding,5-ARI,8.715360973,0.272697848,7.03459e-4,0.051675441
ENSG00000109184,DCUN1D4,NA,protein_coding,5-ARI,9.093819554,0.111970126,0.001139067,0.069919982
ENSG00000110367,DDX6,NA,protein_coding,5-ARI,11.53383617,0.055597213,3.66425e-4,0.033170751
ENSG00000111879,FAM184A,NA,protein_coding,5-ARI,6.750102599,0.315810764,2.12028e-4,0.023441133
ENSG00000113722,CDX1,NA,protein_coding,5-ARI,1.04090341,0.498034406,6.03659e-95,3.0055499999999996e-92
ENSG00000114026,OGG1,NA,protein_coding,5-ARI,8.716818831,0.116101643,9.10898e-4,0.061495033
ENSG00000114248,LRRC31,NA,protein_coding,5-ARI,3.439168388,0.644361238,5.6194e-273,4.5783e-270
ENSG00000114279,FGF12,NA,protein_coding,5-ARI,5.025649297,0.128169289,1.4359e-10,3.45465e-8
ENSG00000114391,RPL24,NA,protein_coding,5-ARI,10.37791333,0.083382331,3.20107e-4,0.031267519
ENSG00000115504,EHBP1,NA,protein_coding,5-ARI,9.316086641,0.137075887,0.001721285,0.089817493
ENSG00000116560,SFPQ,NA,protein_coding,5-ARI,11.69371647,0.051043164,0.001915326,0.096028828
ENSG00000119986,AVPI1,NA,protein_coding,5-ARI,5.791199052,0.212140436,8.92586e-4,0.06124864
ENSG00000120158,RCL1,NA,protein_coding,5-ARI,7.567101296,0.150738882,3.5355e-4,0.032900438
ENSG00000120616,EPC1,NA,protein_coding,5-ARI,9.750913956,0.08120359,0.001895776,0.09544912
ENSG00000122711,SPINK4,NA,protein_coding,5-ARI,0.713889852,0.221731475,1.54941e-25,4.78821e-23
ENSG00000123095,BHLHE41,NA,protein_coding,5-ARI,8.154263513,0.282106896,8.24951e-5,0.011330588
ENSG00000124749,COL21A1,NA,protein_coding,5-ARI,6.866816484,0.300692603,0.001317179,0.077081386
ENSG00000125780,TGM3,NA,protein_coding,5-ARI,1.26852753,0.219336997,1.2781e-20,3.8181e-18
ENSG00000125998,FAM83C,NA,protein_coding,5-ARI,3.134116356,0.06070069,6.62909e-12,1.74735e-9
ENSG00000127083,OMD,NA,protein_coding,5-ARI,6.811423225,0.226045934,0.001701697,0.089446362
ENSG00000128645,HOXD1,NA,protein_coding,5-ARI,2.264757698,0.356099897,5.81425e-11,1.43744e-8
ENSG00000129170,CSRP3,NA,protein_coding,5-ARI,1.215587383,0.879562833,0,0
ENSG00000129244,ATP1B2,NA,protein_coding,5-ARI,6.555761861,0.263525626,5.97151e-4,0.047047599
ENSG00000129484,PARP2,NA,protein_coding,5-ARI,7.18087951,0.141314786,1.60163e-4,0.019266821
ENSG00000130720,FIBCD1,NA,protein_coding,5-ARI,1.573362594,0.127936342,1.16349e-6,2.45346e-4
ENSG00000131013,PPIL4,NA,protein_coding,5-ARI,8.309621531,0.11405813,1.12345e-4,0.014569747
ENSG00000132259,CNGA4,NA,protein_coding,5-ARI,1.655557296,0.076460213,1.29601e-4,0.016301594
ENSG00000132465,JCHAIN,NA,protein_coding,5-ARI,8.848109237,0.367657714,1.0106e-7,2.27829e-5
ENSG00000132780,NASP,NA,protein_coding,5-ARI,9.317742545,0.104286887,1.67897e-4,0.019995896
ENSG00000133020,MYH8,NA,protein_coding,5-ARI,0.666081934,0.60739502,0,0
ENSG00000133710,SPINK5,NA,protein_coding,5-ARI,3.123473439,0.643400481,4.7636600000000005e-88,2.24694e-85
ENSG00000134201,GSTM5,NA,protein_coding,5-ARI,7.115374835,0.282371723,0.002007456,0.098310498
ENSG00000134253,TRIM45,NA,protein_coding,5-ARI,6.894978861,0.238112337,3.51899e-4,0.032900438
ENSG00000135486,HNRNPA1,NA,protein_coding,5-ARI,11.65556779,0.073405198,0.001603173,0.086172717
ENSG00000135824,RGS8,NA,protein_coding,5-ARI,0.986943615,0.067889158,6.38848e-14,1.78917e-11
ENSG00000136451,VEZF1,NA,protein_coding,5-ARI,9.765526862,0.080942495,6.14213e-4,0.047970133
ENSG00000136527,TRA2B,NA,protein_coding,5-ARI,10.6691975,0.086943841,5.18678e-4,0.042354402
ENSG00000136546,SCN7A,NA,protein_coding,5-ARI,9.379292117,0.176516644,0.001860838,0.094486308
ENSG00000136630,HLX,NA,protein_coding,5-ARI,5.257976883,0.186562687,0.001786871,0.092432549
ENSG00000136709,WDR33,NA,protein_coding,5-ARI,10.09499243,0.075188699,2.25066e-4,0.024156205
ENSG00000138604,GLCE,NA,protein_coding,5-ARI,7.844295182,0.155098828,9.83026e-6,0.001788808
ENSG00000138668,HNRNPD,NA,protein_coding,5-ARI,10.01960549,0.087966251,7.46699e-4,0.053750334
ENSG00000138735,PDE5A,NA,protein_coding,5-ARI,11.28555753,0.250909938,0.001324541,0.077081386
ENSG00000139154,AEBP2,NA,protein_coding,5-ARI,9.150142483,0.095419253,2.03913e-4,0.022942926
ENSG00000139174,PRICKLE1,NA,protein_coding,5-ARI,7.764589875,0.248558858,3.12107e-5,0.004994826
ENSG00000139211,AMIGO2,NA,protein_coding,5-ARI,6.762928711,0.325094253,2.19701e-4,0.023866216
ENSG00000139330,KERA,NA,protein_coding,5-ARI,1.746456541,0.230282614,5.328e-31,1.8018699999999998e-28
ENSG00000139613,SMARCC2,NA,protein_coding,5-ARI,10.39681659,0.077062738,0.00104882,0.066781704
ENSG00000139746,RBM26,NA,protein_coding,5-ARI,9.913981855,0.079858767,0.001107056,0.068660457
ENSG00000139910,NOVA1,NA,protein_coding,5-ARI,7.373098571,0.340345365,1.79833e-4,0.020986589
ENSG00000139971,ARMH4,NA,protein_coding,5-ARI,7.62132031,0.137784195,8.04616e-4,0.05745795
ENSG00000141338,ABCA8,NA,protein_coding,5-ARI,8.984465808,0.195994806,7.95145e-4,0.057008692
ENSG00000142534,RPS11,NA,protein_coding,5-ARI,10.7156676,0.090401809,2.48833e-4,0.025932941
ENSG00000142623,PADI1,NA,protein_coding,5-ARI,1.18030758,0.606078353,3.8749499999999996e-51,1.52647e-48
ENSG00000142676,RPL11,NA,protein_coding,5-ARI,10.44303529,0.099733962,9.9996e-4,0.064939421
ENSG00000143437,ARNT,NA,protein_coding,5-ARI,9.336394506,0.126207461,8.03335e-5,0.011118896
ENSG00000143819,EPHX1,NA,protein_coding,5-ARI,9.513504961,0.120726163,3.9117e-4,0.03514453
ENSG00000144045,DQX1,NA,protein_coding,5-ARI,1.775712833,0.302924956,1.0363999999999999e-116,5.8975999999999994e-114
ENSG00000145147,SLIT2,NA,protein_coding,5-ARI,9.792143753,0.287457726,1.82342e-4,0.02115409
ENSG00000145375,SPATA5,NA,protein_coding,5-ARI,8.080793982,0.132211799,7.62007e-5,0.010628956
ENSG00000145675,PIK3R1,NA,protein_coding,5-ARI,10.82018447,0.170462042,9.31596e-5,0.012414816
ENSG00000145808,ADAMTS19,NA,protein_coding,5-ARI,3.313958008,0.795837417,3.36358e-4,0.032413354
ENSG00000146674,IGFBP3,NA,protein_coding,5-ARI,9.413224667,0.456985528,1.37668e-4,0.016959201
ENSG00000147257,GPC3,NA,protein_coding,5-ARI,6.282179564,0.403804554,1.12197e-5,0.00200101
ENSG00000148288,GBGT1,NA,protein_coding,5-ARI,6.866426832,0.173855844,0.00158686,0.085671345
ENSG00000149970,CNKSR2,NA,protein_coding,5-ARI,8.583341775,0.168924776,4.86868e-4,0.04077857
ENSG00000151623,NR3C2,NA,protein_coding,5-ARI,8.314489438,0.247585426,6.47471e-5,0.009284988
ENSG00000152454,ZNF256,NA,protein_coding,5-ARI,6.170632251,0.14627198,6.18307e-4,0.048080435
ENSG00000152795,HNRNPDL,NA,protein_coding,5-ARI,10.68623864,0.10858054,1.41598e-5,0.002488231
ENSG00000153046,CDYL,NA,protein_coding,5-ARI,7.857756688,0.129604543,0.001627211,0.087132542
ENSG00000154645,CHODL,NA,protein_coding,5-ARI,6.021959867,0.510948085,0.001890163,0.095340559
ENSG00000154721,JAM2,NA,protein_coding,5-ARI,8.44456732,0.202775036,1.90314e-4,0.021796704
ENSG00000154743,TSEN2,NA,protein_coding,5-ARI,8.09213829,0.154687744,8.8756e-5,0.011961377
ENSG00000156218,ADAMTSL3,NA,protein_coding,5-ARI,10.65088707,0.086733017,8.44205e-4,0.059334153
ENSG00000156920,ADGRG4,NA,protein_coding,5-ARI,3.091820692,0.55031827,2.06302e-4,0.022967456
ENSG00000157119,KLHL40,NA,protein_coding,5-ARI,0.557102383,0.583947459,0,0
ENSG00000160182,TFF1,NA,protein_coding,5-ARI,3.935193638,0.842080737,0.001369018,0.0781474
ENSG00000161249,DMKN,NA,protein_coding,5-ARI,7.634271996,0.193413783,0.001349498,0.077651395
ENSG00000162377,COA7,NA,protein_coding,5-ARI,7.931889624,0.097093477,4.40977e-4,0.038091892
ENSG00000163053,SLC16A14,NA,protein_coding,5-ARI,7.075558645,0.243995958,3.5029e-4,0.032900438
ENSG00000163125,RPRD2,NA,protein_coding,5-ARI,9.661255203,0.076241401,0.001921814,0.096219523
ENSG00000163209,SPRR3,NA,protein_coding,5-ARI,0.465181501,2.578915378,0,0
ENSG00000163519,TRAT1,NA,protein_coding,5-ARI,2.590854878,0.147544466,3.8906e-6,7.5799e-4
ENSG00000163873,GRIK3,NA,protein_coding,5-ARI,5.754253221,0.25580485,1.02821e-4,0.013403411
ENSG00000164056,SPRY1,NA,protein_coding,5-ARI,8.392131226,0.214882317,1.77805e-4,0.020967007
ENSG00000164066,INTU,NA,protein_coding,5-ARI,11.17164176,0.085307337,3.65858e-4,0.033170751
ENSG00000164070,HSPA4L,NA,protein_coding,5-ARI,8.569911091,0.186459109,3.40422e-4,0.032716974
ENSG00000164879,CA3,NA,protein_coding,5-ARI,3.97576693,0.44012239,0,0
ENSG00000164946,FREM1,NA,protein_coding,5-ARI,6.774765007,0.482717948,2.30326e-5,0.003822561
ENSG00000164951,PDP1,NA,protein_coding,5-ARI,8.111508878,0.152553722,2.04256e-4,0.022942926
ENSG00000164985,PSIP1,NA,protein_coding,5-ARI,9.490549162,0.127944048,1.46163e-5,0.002555936
ENSG00000166482,MFAP4,NA,protein_coding,5-ARI,9.681552504,0.54610537,2.06838e-5,0.003481098
ENSG00000166532,RIMKLB,NA,protein_coding,5-ARI,8.974533332,0.139963094,0.001398572,0.078954326
ENSG00000167074,TEF,NA,protein_coding,5-ARI,8.445433362,0.22688547,0.001511347,0.082842149
ENSG00000167080,B4GALNT2,NA,protein_coding,5-ARI,9.920139297,0.076830395,6.92776e-4,0.05114037
ENSG00000167759,KLK13,NA,protein_coding,5-ARI,2.460813732,0.518118811,0,0
ENSG00000168447,SCNN1B,NA,protein_coding,5-ARI,4.9958139600000004,0.240045756,2.96803e-5,0.00479751
ENSG00000169083,AR,NA,protein_coding,5-ARI,11.16650417,0.329561204,2.98743e-6,6.05048e-4
ENSG00000169174,PCSK9,NA,protein_coding,5-ARI,1.368401438,1.200047537,1.0071e-4,0.013272932
ENSG00000169194,IL13,NA,protein_coding,5-ARI,1.433881679,0.120222762,1.29885e-7,2.892e-5
ENSG00000169218,RSPO1,NA,protein_coding,5-ARI,5.152111477,0.302531214,2.23448e-6,4.60354e-4
ENSG00000169851,PCDH7,NA,protein_coding,5-ARI,10.07834919,0.207037289,3.87232e-4,0.034878088
ENSG00000170419,VSTM2A,NA,protein_coding,5-ARI,4.376383898,0.389416935,3.3770999999999997e-124,2.0177000000000003e-121
ENSG00000170629,DPY19L2P2,NA,processed_transcript,5-ARI,8.447564938,0.065558478,6.27842e-4,0.048716164
ENSG00000170807,LMOD2,NA,protein_coding,5-ARI,1.844487878,0.626721889,0,0
ENSG00000171101,SIGLEC17P,NA,processed_transcript,5-ARI,3.343766146,0.398353721,6.1255e-8,1.41669e-5
ENSG00000171246,NPTX1,NA,protein_coding,5-ARI,6.109873714,0.350913704,9.11275e-12,2.38448e-9
ENSG00000171448,ZBTB26,NA,protein_coding,5-ARI,7.545438933,0.125459227,2.58394e-4,0.026541267
ENSG00000171804,WDR87,NA,protein_coding,5-ARI,1.244609478,0.432446719,0,0
ENSG00000172197,MBOAT1,NA,protein_coding,5-ARI,8.372562069,0.168117714,6.01275e-4,0.047268633
ENSG00000172320,OR5A1,NA,protein_coding,5-ARI,8.632390632,0.066283098,0.002052763,0.099577042
ENSG00000172954,LCLAT1,NA,protein_coding,5-ARI,10.06043164,0.071257733,2.57688e-4,0.026541267
ENSG00000172987,HPSE2,NA,protein_coding,5-ARI,6.846223835,0.497075693,3.11889e-5,0.004994826
ENSG00000173040,EVC2,NA,protein_coding,5-ARI,7.162563009,0.172661071,6.75802e-4,0.05051822
ENSG00000173258,ZNF483,NA,protein_coding,5-ARI,10.66880639,0.194541387,7.13182e-6,0.00133157
ENSG00000173320,STOX2,NA,protein_coding,5-ARI,7.82283254,0.232425638,0.001317107,0.077081386
ENSG00000173626,TRAPPC3L,NA,protein_coding,5-ARI,8.658411703,0.074590256,9.08674e-4,0.061473387
ENSG00000173914,RBM4B,NA,protein_coding,5-ARI,8.075238194,0.108032289,0.001324185,0.077081386
ENSG00000174672,BRSK2,NA,protein_coding,5-ARI,6.260164671,0.244313021,0.001903007,0.095678797
ENSG00000174749,FAM241A,NA,protein_coding,5-ARI,12.03730382,0.053232806,0.001477796,0.082133364
ENSG00000175591,P2RY2,NA,protein_coding,5-ARI,5.156058621,0.26752714,2.10047e-6,4.35246e-4
ENSG00000176909,MAMSTR,NA,protein_coding,5-ARI,4.737409698,0.264014455,2.39646e-4,0.025341663
ENSG00000177138,FAM9B,NA,protein_coding,5-ARI,5.51260328,0.224082057,4.70193e-4,0.039812509
ENSG00000177954,RPS27,NA,protein_coding,5-ARI,10.15522013,0.132687531,6.50288e-5,0.009287462
ENSG00000178772,CPN2,NA,protein_coding,5-ARI,6.416229249,0.120508378,0.001972094,0.097109377
ENSG00000179914,ITLN1,NA,protein_coding,5-ARI,1.737907488,0.379933792,2.2986e-260,1.7913e-257
ENSG00000180209,MYLPF,NA,protein_coding,5-ARI,1.472317224,0.500220694,0,0
ENSG00000180440,SERTM1,NA,protein_coding,5-ARI,3.741113207,0.540853014,0.001084119,0.067471349
ENSG00000180611,MB21D2,NA,protein_coding,5-ARI,5.452839993,0.303583283,0.001957612,0.09690777
ENSG00000180697,C3orf22,NA,protein_coding,5-ARI,1.066566787,0.160385152,1.03101e-11,2.65896e-9
ENSG00000182359,KBTBD3,NA,protein_coding,5-ARI,6.336931109,0.209669061,0.001681092,0.088988051
ENSG00000183347,GBP6,NA,protein_coding,5-ARI,4.99739883,0.162930837,0.001534824,0.083617567
ENSG00000183722,LHFPL6,NA,protein_coding,5-ARI,8.277247184,0.207258473,0.001603359,0.086172717
ENSG00000185070,FLRT2,NA,protein_coding,5-ARI,9.278040364,0.382035985,4.179e-4,0.036628068
ENSG00000185271,KLHL33,NA,protein_coding,5-ARI,6.700523394,0.148190459,6.93322e-4,0.05114037
ENSG00000185630,PBX1,NA,protein_coding,5-ARI,11.59317774,0.13773442,3.331e-4,0.032189328
ENSG00000185745,IFIT1,NA,protein_coding,5-ARI,7.961316512,0.174645679,7.40137e-5,0.010364226
ENSG00000186166,CCDC84,NA,protein_coding,5-ARI,7.401530302,0.108815198,0.001030637,0.066211939
ENSG00000186314,PRELID2,NA,protein_coding,5-ARI,6.539004877,0.251600471,7.39882e-4,0.053750334
ENSG00000186439,TRDN,NA,protein_coding,5-ARI,1.099261489,0.41715493,0,0
ENSG00000187325,TAF9B,NA,protein_coding,5-ARI,8.398702106,0.094284149,8.02111e-4,0.057393344
ENSG00000187742,SECISBP2,NA,protein_coding,5-ARI,9.973786366,0.076994907,8.37719e-4,0.058999131
ENSG00000188501,LCTL,NA,protein_coding,5-ARI,4.962332329,0.204762693,4.8055e-4,0.040432262
ENSG00000189001,SBSN,NA,protein_coding,5-ARI,0.477615392,0.84524254,0,0
ENSG00000189139,FSCB,NA,protein_coding,5-ARI,1.381946312,0.144299242,2.35103e-17,6.90817e-15
ENSG00000189403,HMGB1,NA,protein_coding,5-ARI,10.76612978,0.066056237,0.001428317,0.080128834
ENSG00000196236,XPNPEP3,NA,protein_coding,5-ARI,8.78911253,0.12556893,0.001080864,0.06738573
ENSG00000196352,CD55,NA,protein_coding,5-ARI,7.941943175,0.172845565,0.001690495,0.088988051
ENSG00000196616,ADH1B,NA,protein_coding,5-ARI,7.756825327,0.477476987,0.001150464,0.070258649
ENSG00000196739,COL27A1,NA,protein_coding,5-ARI,9.767210594,0.21311392,0.001321758,0.077081386
ENSG00000196850,PPTC7,NA,protein_coding,5-ARI,8.599943681,0.142680307,0.001768283,0.091735739
ENSG00000196911,KPNA5,NA,protein_coding,5-ARI,11.2425148,0.067681016,0.001498302,0.082430566
ENSG00000197550,AL359955.1,NA,unprocessed_pseudogene,5-ARI,4.302608646,0.319110177,9.921999999999997e-100,5.30872e-97
ENSG00000197580,BCO2,NA,protein_coding,5-ARI,6.857655676,0.274447251,8.66893e-4,0.060036376
ENSG00000197641,SERPINB13,NA,protein_coding,5-ARI,1.526753506,0.201628803,4.9100999999999995e-210,3.667e-207
ENSG00000197893,NRAP,NA,protein_coding,5-ARI,1.421727335,1.231324605,0,0
ENSG00000198728,LDB1,NA,protein_coding,5-ARI,9.802567857,0.12515185,0.001481796,0.082228207
ENSG00000198842,DUSP27,NA,protein_coding,5-ARI,1.157965619,0.534485482,0,0
ENSG00000198932,GPRASP1,NA,protein_coding,5-ARI,9.377959758,0.224676774,5.02519e-6,9.63734e-4
ENSG00000203737,GPR52,NA,protein_coding,5-ARI,5.158173016,0.205922043,0.001643079,0.087781042
ENSG00000204001,LCN8,NA,protein_coding,5-ARI,0.633265436,0.375207008,1.6324e-32,5.6813900000000004e-30
ENSG00000204695,OR14J1,NA,protein_coding,5-ARI,10.24790086,0.054104843,0.001866182,0.094623605
ENSG00000204967,PCDHA4,NA,protein_coding,5-ARI,8.835604958,0.093331786,3.63426e-4,0.033170751
ENSG00000206256,PPT2,NA,protein_coding,5-ARI,2.594078891,0.1302976,8.81933e-11,2.13619e-8
ENSG00000211448,DIO2,NA,protein_coding,5-ARI,9.325312801,0.39721473,1.02132e-4,0.01336218
ENSG00000211653,IGLV1-40,NA,IG_V_gene,5-ARI,3.897800311,0.507525937,0,0
ENSG00000211658,IGLV3-27,NA,IG_V_gene,5-ARI,1.297435774,0.566300522,0,0
ENSG00000211669,IGLV3-10,NA,IG_V_gene,5-ARI,3.02081306,0.487831969,0,0
ENSG00000211676,IGLJ2,NA,IG_J_gene,5-ARI,1.442164639,0.339083974,1.08896e-58,4.53917e-56
ENSG00000211685,IGLC7,NA,IG_C_gene,5-ARI,1.367142385,0.799930987,0,0
ENSG00000211804,TRDV1,NA,protein_coding,5-ARI,0.463165788,0.188789167,8.13553e-14,2.26079e-11
ENSG00000211890,IGHA2,NA,IG_C_gene,5-ARI,1.64777125,0.536524992,3.2171e-206,2.3536e-203
ENSG00000211970,IGHV4-61,NA,IG_V_gene,5-ARI,2.181713969,0.132177625,0,0
ENSG00000211976,IGHV3-73,NA,IG_V_gene,5-ARI,2.072537576,0.068687616,1.7109e-125,1.0394999999999999e-122
ENSG00000214347,AC011491.1,NA,processed_transcript,5-ARI,0.646339752,0.835917273,0,0
ENSG00000214711,CAPN14,NA,protein_coding,5-ARI,3.479257306,0.388490451,0.001163656,0.070702971
ENSG00000214765,SEPTIN7P2,NA,processed_transcript,5-ARI,8.144551891,0.114773068,4.62934e-4,0.03932525
ENSG00000215262,KCNU1,NA,protein_coding,5-ARI,0.850845335,0.40952101,8.655300000000001e-243,6.601599999999999e-240
ENSG00000218976,AL138725.1,NA,unprocessed_pseudogene,5-ARI,1.228927905,0.121352992,2.55156e-11,6.4871e-9
ENSG00000219626,FAM228B,NA,protein_coding,5-ARI,10.63119102,0.070766402,8.18149e-4,0.057962475
ENSG00000223355,NOTCH4,NA,protein_coding,5-ARI,2.94356576,0.16429239,3.27848e-13,8.97153e-11
ENSG00000224650,IGHV3-74,NA,IG_V_gene,5-ARI,2.018600049,1.486737061,1.7305999999999997e-149,1.0883999999999998e-146
ENSG00000227347,HNRNPKP2,NA,processed_pseudogene,5-ARI,0.368597447,0.50705835,2.97069e-5,0.00479751
ENSG00000227394,AC007386.1,NA,processed_pseudogene,5-ARI,1.122107647,0.850163126,0.00194837,0.09690777
ENSG00000229344,MTCO2P12,NA,unprocessed_pseudogene,5-ARI,2.458489325,0.159591976,4.5361e-154,2.9564999999999997e-151
ENSG00000233041,PHGR1,NA,protein_coding,5-ARI,1.571231282,0.130227731,1.80924e-11,4.63268e-9
ENSG00000234109,RPL7P36,NA,processed_pseudogene,5-ARI,3.142253734,0.737512457,3.49119e-5,0.005513315
ENSG00000234370,GTF2H4,NA,protein_coding,5-ARI,2.947112293,0.179799097,4.39638e-36,1.59193e-33
ENSG00000236946,HNRNPA1P70,NA,transcribed_processed_pseudogene,5-ARI,1.298562422,0.117907781,4.87191e-21,1.4676300000000002e-18
ENSG00000237592,IGKV1OR10-1,NA,IG_V_pseudogene,5-ARI,0.617741661,0.047059136,3.83274e-6,7.50798e-4
ENSG00000240382,IGKV1-17,NA,IG_V_gene,5-ARI,3.073700063,0.345243562,0,0
ENSG00000240505,TNFRSF13B,NA,protein_coding,5-ARI,3.853165054,0.274903233,8.039699999999998e-119,4.6484999999999994e-116
ENSG00000240695,AC117382.1,NA,processed_pseudogene,5-ARI,5.339292626,0.182573228,0.001716879,0.089817493
ENSG00000241127,YAE1,NA,protein_coding,5-ARI,6.40647913,0.134789132,0.001733025,0.09029866
ENSG00000241294,IGKV2-24,NA,IG_V_gene,5-ARI,2.536415172,0.076248237,4.62325e-91,2.2097900000000003e-88
ENSG00000241755,IGKV1-9,NA,IG_V_gene,5-ARI,3.186951647,0.324699015,3.05721e-32,1.04376e-29
ENSG00000242534,IGKV2D-28,NA,protein_coding,5-ARI,2.565600558,0.217702748,9.9585e-199,7.139800000000001e-196
